Character,CHR/million,logCHR,logCHR-CD
赓,0.06,0.4771,0
蚶,0.06,0.4771,0
溏,0.06,0.4771,0.4771
嬗,0.06,0.4771,0.301
紅,0.06,0.4771,0.301
鲀,0.06,0.4771,0
蓑,0.06,0.4771,0.301
戕,0.06,0.4771,0.4771
鮮,0.06,0.4771,0.4771
償,0.06,0.4771,0.301
螅,0.06,0.4771,0.4771
戗,0.06,0.4771,0.4771
車,0.06,0.4771,0.301
迴,0.06,0.4771,0.4771
蝮,0.06,0.4771,0.301
伉,0.06,0.4771,0.4771
鹾,0.06,0.4771,0.301
慘,0.06,0.4771,0.301
癍,0.06,0.4771,0.4771
怄,0.06,0.4771,0.4771
挲,0.06,0.4771,0.4771
仄,0.06,0.4771,0.4771
鋼,0.06,0.4771,0
躅,0.06,0.4771,0.4771
蕈,0.06,0.4771,0.4771
鋒,0.06,0.4771,0
縣,0.06,0.4771,0.301
橫,0.06,0.4771,0.301
鳥,0.06,0.4771,0
矽,0.06,0.4771,0.4771
痦,0.06,0.4771,0.4771
挈,0.06,0.4771,0.4771
纡,0.06,0.4771,0.4771
楯,0.06,0.4771,0
箝,0.06,0.4771,0.4771
骜,0.06,0.4771,0.4771
撸,0.06,0.4771,0.4771
鳴,0.06,0.4771,0
砲,0.06,0.4771,0.301
霭,0.06,0.4771,0.4771
搶,0.06,0.4771,0
魟,0.06,0.4771,0.4771
镗,0.06,0.4771,0.4771
稗,0.06,0.4771,0
跎,0.06,0.4771,0.4771
炆,0.06,0.4771,0.4771
栌,0.06,0.4771,0
敕,0.06,0.4771,0.301
鮫,0.06,0.4771,0
鏊,0.06,0.4771,0
镛,0.06,0.4771,0.301
觥,0.06,0.4771,0.4771
詣,0.06,0.4771,0
郴,0.06,0.4771,0
債,0.06,0.4771,0
厶,0.04,0.301,0
葯,0.04,0.301,0.301
桲,0.04,0.301,0
灣,0.04,0.301,0
瘢,0.04,0.301,0.301
腘,0.04,0.301,0.301
滝,0.04,0.301,0.301
湲,0.04,0.301,0
莙,0.04,0.301,0
窨,0.04,0.301,0.301
擬,0.04,0.301,0.301
鑷,0.04,0.301,0
敗,0.04,0.301,0
瞿,0.04,0.301,0.301
帥,0.04,0.301,0
檫,0.04,0.301,0.301
舛,0.04,0.301,0.301
翎,0.04,0.301,0
獐,0.04,0.301,0
棂,0.04,0.301,0.301
缢,0.04,0.301,0.301
嬥,0.04,0.301,0
砹,0.04,0.301,0.301
譯,0.04,0.301,0
榅,0.04,0.301,0
嚐,0.04,0.301,0.301
抷,0.04,0.301,0
賓,0.04,0.301,0.301
嚄,0.04,0.301,0
惡,0.04,0.301,0.301
邬,0.04,0.301,0.301
镅,0.04,0.301,0.301
桧,0.04,0.301,0
殻,0.04,0.301,0
勁,0.04,0.301,0
嘙,0.04,0.301,0
蜣,0.04,0.301,0.301
蓋,0.04,0.301,0
呖,0.04,0.301,0
緝,0.04,0.301,0
褔,0.04,0.301,0.301
悻,0.04,0.301,0
嗉,0.04,0.301,0
伥,0.04,0.301,0.301
澤,0.04,0.301,0.301
辎,0.04,0.301,0.301
巯,0.04,0.301,0.301
裢,0.04,0.301,0.301
岀,0.04,0.301,0
酉,0.04,0.301,0.301
钆,0.04,0.301,0
锛,0.04,0.301,0.301
鈈,0.04,0.301,0.301
鉉,0.04,0.301,0.301
個,0.04,0.301,0.301
尓,0.04,0.301,0.301
擘,0.04,0.301,0.301
鴨,0.04,0.301,0
編,0.04,0.301,0.301
蓮,0.04,0.301,0.301
胗,0.04,0.301,0.301
顼,0.04,0.301,0
奧,0.04,0.301,0.301
瓠,0.04,0.301,0
怙,0.04,0.301,0.301
邏,0.04,0.301,0
绻,0.04,0.301,0.301
脅,0.04,0.301,0
関,0.04,0.301,0
鸻,0.04,0.301,0
囡,0.04,0.301,0.301
槁,0.04,0.301,0.301
聰,0.04,0.301,0
汃,0.04,0.301,0
餠,0.04,0.301,0
锨,0.04,0.301,0.301
逑,0.04,0.301,0
嚨,0.04,0.301,0.301
敵,0.04,0.301,0
戆,0.04,0.301,0
峥,0.04,0.301,0.301
锿,0.04,0.301,0.301
唦,0.04,0.301,0
掟,0.04,0.301,0
菟,0.04,0.301,0
颏,0.04,0.301,0.301
岷,0.04,0.301,0.301
莞,0.04,0.301,0.301
跗,0.04,0.301,0.301
扞,0.04,0.301,0
濫,0.04,0.301,0.301
吽,0.04,0.301,0.301
碛,0.04,0.301,0
楦,0.04,0.301,0.301
洩,0.04,0.301,0.301
憶,0.04,0.301,0
晏,0.04,0.301,0.301
瀬,0.04,0.301,0.301
铄,0.04,0.301,0.301
喯,0.04,0.301,0
涔,0.04,0.301,0
揠,0.04,0.301,0.301
靂,0.04,0.301,0
喫,0.04,0.301,0.301
細,0.04,0.301,0
瑭,0.04,0.301,0.301
絃,0.04,0.301,0
扽,0.04,0.301,0.301
铟,0.04,0.301,0.301
剛,0.04,0.301,0
籚,0.04,0.301,0
扦,0.04,0.301,0.301
饬,0.04,0.301,0.301
阜,0.04,0.301,0.301
筚,0.04,0.301,0.301
嗆,0.04,0.301,0
庫,0.04,0.301,0
磯,0.04,0.301,0
妯,0.04,0.301,0.301
袛,0.04,0.301,0.301
薮,0.04,0.301,0.301
踊,0.04,0.301,0.301
聖,0.04,0.301,0
汴,0.04,0.301,0
癸,0.04,0.301,0.301
黨,0.04,0.301,0
鸩,0.04,0.301,0.301
仞,0.04,0.301,0.301
歊,0.04,0.301,0
乜,0.04,0.301,0.301
袈,0.04,0.301,0.301
贰,0.04,0.301,0.301
吶,0.04,0.301,0
時,0.04,0.301,0.301
煸,0.04,0.301,0.301
腚,0.04,0.301,0.301
诳,0.04,0.301,0
娌,0.04,0.301,0.301
殭,0.04,0.301,0.301
蒟,0.04,0.301,0
枞,0.04,0.301,0.301
懲,0.04,0.301,0
讀,0.04,0.301,0
甑,0.04,0.301,0
铑,0.04,0.301,0.301
袮,0.04,0.301,0
顏,0.04,0.301,0
堺,0.04,0.301,0
凖,0.04,0.301,0
辔,0.04,0.301,0
砜,0.04,0.301,0.301
镚,0.04,0.301,0
輩,0.04,0.301,0
濾,0.04,0.301,0
缳,0.04,0.301,0.301
荏,0.04,0.301,0.301
噫,0.04,0.301,0.301
蓍,0.04,0.301,0
晡,0.04,0.301,0
孳,0.04,0.301,0.301
铳,0.04,0.301,0
辺,0.04,0.301,0.301
嵘,0.04,0.301,0.301
鲮,0.04,0.301,0.301
蒔,0.04,0.301,0
瘳,0.04,0.301,0.301
谥,0.04,0.301,0
賠,0.04,0.301,0
埇,0.04,0.301,0.301
獴,0.04,0.301,0.301
诤,0.04,0.301,0
嶂,0.04,0.301,0.301
冊,0.04,0.301,0
捩,0.04,0.301,0.301
揾,0.04,0.301,0
討,0.04,0.301,0
銷,0.04,0.301,0.301
逋,0.04,0.301,0.301
蹟,0.04,0.301,0.301
茖,0.04,0.301,0
淵,0.04,0.301,0
鐏,0.04,0.301,0
揖,0.04,0.301,0.301
巔,0.04,0.301,0
瘌,0.04,0.301,0.301
茚,0.04,0.301,0.301
呡,0.04,0.301,0.301
阋,0.04,0.301,0.301
榊,0.04,0.301,0
祕,0.04,0.301,0.301
窩,0.04,0.301,0.301
遺,0.04,0.301,0
樗,0.04,0.301,0
湯,0.04,0.301,0
袁,0.04,0.301,0.301
蠖,0.04,0.301,0.301
酐,0.04,0.301,0.301
們,0.04,0.301,0
題,0.04,0.301,0.301
翹,0.04,0.301,0.301
喪,0.04,0.301,0
蝈,0.04,0.301,0
脇,0.04,0.301,0
龍,0.04,0.301,0.301
贖,0.04,0.301,0
倨,0.04,0.301,0.301
鲠,0.04,0.301,0.301
淖,0.04,0.301,0
暝,0.04,0.301,0.301
煨,0.04,0.301,0.301
坼,0.04,0.301,0
萱,0.04,0.301,0
唻,0.04,0.301,0.301
罷,0.04,0.301,0
櫃,0.04,0.301,0.301
戌,0.04,0.301,0.301
厭,0.04,0.301,0
泓,0.04,0.301,0.301
蟥,0.04,0.301,0.301
毽,0.04,0.301,0.301
挌,0.04,0.301,0
慠,0.04,0.301,0.301
贓,0.04,0.301,0
採,0.04,0.301,0
喚,0.04,0.301,0.301
汕,0.04,0.301,0
噙,0.04,0.301,0.301
彝,0.04,0.301,0
韬,0.04,0.301,0.301
劃,0.04,0.301,0
銘,0.04,0.301,0.301
煅,0.04,0.301,0.301
購,0.04,0.301,0.301
辻,0.04,0.301,0
賒,0.04,0.301,0
噴,0.04,0.301,0
瀛,0.04,0.301,0.301
皴,0.04,0.301,0.301
唳,0.04,0.301,0.301
鲯,0.04,0.301,0.301
蒿,0.04,0.301,0.301
約,0.04,0.301,0.301
鲫,0.04,0.301,0.301
蒻,0.04,0.301,0
癜,0.04,0.301,0.301
崁,0.04,0.301,0.301
锱,0.04,0.301,0.301
潍,0.04,0.301,0
锇,0.04,0.301,0.301
眛,0.04,0.301,0
夯,0.04,0.301,0
薙,0.02,0,0
猢,0.02,0,0
硐,0.02,0,0
踟,0.02,0,0
棰,0.02,0,0
鬧,0.02,0,0
賞,0.02,0,0
蜮,0.02,0,0
蛃,0.02,0,0
蟃,0.02,0,0
镤,0.02,0,0
婦,0.02,0,0
甏,0.02,0,0
苖,0.02,0,0
轳,0.02,0,0
潲,0.02,0,0
祾,0.02,0,0
麼,0.02,0,0
彽,0.02,0,0
囍,0.02,0,0
暫,0.02,0,0
蠟,0.02,0,0
旂,0.02,0,0
槊,0.02,0,0
齑,0.02,0,0
魨,0.02,0,0
趙,0.02,0,0
茲,0.02,0,0
锾,0.02,0,0
淙,0.02,0,0
佚,0.02,0,0
蚴,0.02,0,0
韪,0.02,0,0
糸,0.02,0,0
榫,0.02,0,0
镨,0.02,0,0
陕,0.02,0,0
殁,0.02,0,0
禍,0.02,0,0
脲,0.02,0,0
窠,0.02,0,0
揆,0.02,0,0
冧,0.02,0,0
莰,0.02,0,0
薴,0.02,0,0
栃,0.02,0,0
莊,0.02,0,0
罌,0.02,0,0
躂,0.02,0,0
笏,0.02,0,0
榘,0.02,0,0
秸,0.02,0,0
閒,0.02,0,0
柆,0.02,0,0
廠,0.02,0,0
吒,0.02,0,0
鸶,0.02,0,0
钒,0.02,0,0
艉,0.02,0,0
筣,0.02,0,0
淬,0.02,0,0
鰈,0.02,0,0
挢,0.02,0,0
佪,0.02,0,0
筲,0.02,0,0
麴,0.02,0,0
翊,0.02,0,0
彵,0.02,0,0
骝,0.02,0,0
噚,0.02,0,0
凫,0.02,0,0
倬,0.02,0,0
苋,0.02,0,0
緊,0.02,0,0
縞,0.02,0,0
憷,0.02,0,0
歐,0.02,0,0
癮,0.02,0,0
製,0.02,0,0
鶴,0.02,0,0
質,0.02,0,0
叅,0.02,0,0
搋,0.02,0,0
偃,0.02,0,0
鑫,0.02,0,0
圬,0.02,0,0
鲆,0.02,0,0
骊,0.02,0,0
懸,0.02,0,0
鳇,0.02,0,0
啭,0.02,0,0
衿,0.02,0,0
渦,0.02,0,0
鵜,0.02,0,0
氽,0.02,0,0
貸,0.02,0,0
孭,0.02,0,0
鲙,0.02,0,0
疳,0.02,0,0
姫,0.02,0,0
氹,0.02,0,0
阈,0.02,0,0
増,0.02,0,0
撿,0.02,0,0
黃,0.02,0,0
遜,0.02,0,0
沤,0.02,0,0
恧,0.02,0,0
陳,0.02,0,0
蚩,0.02,0,0
钊,0.02,0,0
砭,0.02,0,0
馬,0.02,0,0
兇,0.02,0,0
瓊,0.02,0,0
餮,0.02,0,0
闱,0.02,0,0
钰,0.02,0,0
柒,0.02,0,0
晧,0.02,0,0
茔,0.02,0,0
谶,0.02,0,0
崂,0.02,0,0
犳,0.02,0,0
沷,0.02,0,0
暻,0.02,0,0
裏,0.02,0,0
篙,0.02,0,0
痝,0.02,0,0
糬,0.02,0,0
壅,0.02,0,0
闇,0.02,0,0
賢,0.02,0,0
镎,0.02,0,0
铣,0.02,0,0
斮,0.02,0,0
鈍,0.02,0,0
難,0.02,0,0
鴕,0.02,0,0
醢,0.02,0,0
咤,0.02,0,0
镥,0.02,0,0
绨,0.02,0,0
錠,0.02,0,0
佈,0.02,0,0
嘹,0.02,0,0
柘,0.02,0,0
埸,0.02,0,0
權,0.02,0,0
矍,0.02,0,0
蛗,0.02,0,0
黧,0.02,0,0
啶,0.02,0,0
選,0.02,0,0
鹼,0.02,0,0
體,0.02,0,0
鍥,0.02,0,0
辇,0.02,0,0
員,0.02,0,0
呶,0.02,0,0
萁,0.02,0,0
芚,0.02,0,0
韌,0.02,0,0
隋,0.02,0,0
徑,0.02,0,0
骓,0.02,0,0
唢,0.02,0,0
秕,0.02,0,0
審,0.02,0,0
蹰,0.02,0,0
锍,0.02,0,0
極,0.02,0,0
勸,0.02,0,0
咍,0.02,0,0
椴,0.02,0,0
鲽,0.02,0,0
鱒,0.02,0,0
國,0.02,0,0
為,0.02,0,0
峒,0.02,0,0
愆,0.02,0,0
悛,0.02,0,0
圪,0.02,0,0
擳,0.02,0,0
撈,0.02,0,0
帏,0.02,0,0
萳,0.02,0,0
闾,0.02,0,0
傑,0.02,0,0
蚵,0.02,0,0
鲹,0.02,0,0
桖,0.02,0,0
牽,0.02,0,0
鰤,0.02,0,0
浚,0.02,0,0
餍,0.02,0,0
锕,0.02,0,0
幣,0.02,0,0
麹,0.02,0,0
泅,0.02,0,0
卐,0.02,0,0
遒,0.02,0,0
瑪,0.02,0,0
渙,0.02,0,0
慇,0.02,0,0
繹,0.02,0,0
喑,0.02,0,0
畦,0.02,0,0
覃,0.02,0,0
彌,0.02,0,0
鈕,0.02,0,0
佗,0.02,0,0
様,0.02,0,0
俬,0.02,0,0
記,0.02,0,0
萜,0.02,0,0
驸,0.02,0,0
缡,0.02,0,0
钽,0.02,0,0
棅,0.02,0,0
糍,0.02,0,0
燿,0.02,0,0
齊,0.02,0,0
諧,0.02,0,0
茍,0.02,0,0
倖,0.02,0,0
锘,0.02,0,0
報,0.02,0,0
堇,0.02,0,0
讦,0.02,0,0
註,0.02,0,0
楽,0.02,0,0
彈,0.02,0,0
貪,0.02,0,0
笊,0.02,0,0
溧,0.02,0,0
墳,0.02,0,0
渼,0.02,0,0
狯,0.02,0,0
蛌,0.02,0,0
儃,0.02,0,0
锫,0.02,0,0
抺,0.02,0,0
梾,0.02,0,0
苺,0.02,0,0
蚋,0.02,0,0
亻,0.02,0,0
铗,0.02,0,0
親,0.02,0,0
玮,0.02,0,0
網,0.02,0,0
鵝,0.02,0,0
哬,0.02,0,0
涧,0.02,0,0
並,0.02,0,0
礴,0.02,0,0
剮,0.02,0,0
陴,0.02,0,0
豸,0.02,0,0
龚,0.02,0,0
铈,0.02,0,0
鎇,0.02,0,0
見,0.02,0,0
徯,0.02,0,0
酰,0.02,0,0
頁,0.02,0,0
鼯,0.02,0,0
葩,0.02,0,0
鳮,0.02,0,0
爰,0.02,0,0
怼,0.02,0,0
盳,0.02,0,0
鴅,0.02,0,0
唵,0.02,0,0
桢,0.02,0,0
轸,0.02,0,0
耨,0.02,0,0
鍊,0.02,0,0
薦,0.02,0,0
蓐,0.02,0,0
盜,0.02,0,0
楹,0.02,0,0
臾,0.02,0,0
糁,0.02,0,0
鹂,0.02,0,0
皲,0.02,0,0
廂,0.02,0,0
睇,0.02,0,0
陝,0.02,0,0
雛,0.02,0,0
蓧,0.02,0,0
掾,0.02,0,0
辋,0.02,0,0
锎,0.02,0,0
钣,0.02,0,0
俵,0.02,0,0
玢,0.02,0,0
經,0.02,0,0
梱,0.02,0,0
湊,0.02,0,0
宼,0.02,0,0
彿,0.02,0,0
餒,0.02,0,0
復,0.02,0,0
頼,0.02,0,0
鞣,0.02,0,0
髑,0.02,0,0
葚,0.02,0,0
棲,0.02,0,0
悃,0.02,0,0
謊,0.02,0,0
碓,0.02,0,0
貛,0.02,0,0
夾,0.02,0,0
醣,0.02,0,0
瘍,0.02,0,0
窪,0.02,0,0
垡,0.02,0,0
楊,0.02,0,0
擗,0.02,0,0
镢,0.02,0,0
铷,0.02,0,0
钌,0.02,0,0
櫈,0.02,0,0
绐,0.02,0,0
鈎,0.02,0,0
詞,0.02,0,0
潰,0.02,0,0
伛,0.02,0,0
荃,0.02,0,0
謂,0.02,0,0
丄,0.02,0,0
哓,0.02,0,0
椁,0.02,0,0
稷,0.02,0,0
瘿,0.02,0,0
淮,0.02,0,0
鰎,0.02,0,0
響,0.02,0,0
麺,0.02,0,0
詭,0.02,0,0
闕,0.02,0,0
钔,0.02,0,0
琿,0.02,0,0
铕,0.02,0,0
廹,0.02,0,0
趄,0.02,0,0
冼,0.02,0,0
籥,0.02,0,0
遽,0.02,0,0
梃,0.02,0,0
樯,0.02,0,0
爿,0.02,0,0
絡,0.02,0,0
缷,0.02,0,0
樘,0.02,0,0
匾,0.02,0,0
榚,0.02,0,0
兕,0.02,0,0
暱,0.02,0,0
柛,0.02,0,0
卨,0.02,0,0
瀕,0.02,0,0
準,0.02,0,0
暏,0.02,0,0
稜,0.02,0,0
苷,0.02,0,0
漕,0.02,0,0
柺,0.02,0,0
儀,0.02,0,0
箇,0.02,0,0
渕,0.02,0,0
碇,0.02,0,0
搤,0.02,0,0
騰,0.02,0,0
铯,0.02,0,0
銀,0.02,0,0
蹓,0.02,0,0
唄,0.02,0,0
胍,0.02,0,0
鑚,0.02,0,0
樑,0.02,0,0
趔,0.02,0,0
扡,0.02,0,0
骟,0.02,0,0
醮,0.02,0,0
罝,0.02,0,0
筴,0.02,0,0
這,0.02,0,0
朷,0.02,0,0
養,0.02,0,0
歩,0.02,0,0
唗,0.02,0,0
笳,0.02,0,0
鲲,0.02,0,0
恥,0.02,0,0
簘,0.02,0,0
镞,0.02,0,0
諷,0.02,0,0
颀,0.02,0,0
誌,0.02,0,0
嚴,0.02,0,0
奁,0.02,0,0
啉,0.02,0,0
暪,0.02,0,0
缯,0.02,0,0
廚,0.02,0,0
牝,0.02,0,0
狲,0.02,0,0
棶,0.02,0,0
氤,0.02,0,0
澹,0.02,0,0
鯁,0.02,0,0
賤,0.02,0,0
餬,0.02,0,0
輸,0.02,0,0
莐,0.02,0,0
蘩,0.02,0,0
棣,0.02,0,0
嗱,0.02,0,0
挕,0.02,0,0
陇,0.02,0,0
姃,0.02,0,0
苕,0.02,0,0
奘,0.02,0,0
唛,0.02,0,0
徬,0.02,0,0
嫚,0.02,0,0
佷,0.02,0,0
璇,0.02,0,0
萼,0.02,0,0
煊,0.02,0,0
垆,0.02,0,0
锝,0.02,0,0
崗,0.02,0,0
勞,0.02,0,0
龕,0.02,0,0
肫,0.02,0,0
譲,0.02,0,0
蘚,0.02,0,0
咹,0.02,0,0
赈,0.02,0,0
蠱,0.02,0,0
鮑,0.02,0,0
猶,0.02,0,0
摯,0.02,0,0
栲,0.02,0,0
裝,0.02,0,0
铥,0.02,0,0
黩,0.02,0,0
谵,0.02,0,0
賊,0.02,0,0
竦,0.02,0,0
捫,0.02,0,0
诰,0.02,0,0
廾,0.02,0,0
艄,0.02,0,0
嫔,0.02,0,0
薫,0.02,0,0
爺,0.02,0,0
畠,0.02,0,0
捯,0.02,0,0
钷,0.02,0,0
減,0.02,0,0
対,0.02,0,0
蘖,0.02,0,0
氲,0.02,0,0
镌,0.02,0,0
擭,0.02,0,0
帑,0.02,0,0
莘,0.02,0,0
嗌,0.02,0,0
殂,0.02,0,0
燦,0.02,0,0
茇,0.02,0,0
積,0.02,0,0
惇,0.02,0,0
淚,0.02,0,0
钕,0.02,0,0
懇,0.02,0,0
聲,0.02,0,0
嗔,0.02,0,0
泚,0.02,0,0
齣,0.02,0,0
藴,0.02,0,0
蘇,0.02,0,0
搛,0.02,0,0
慉,0.02,0,0
畑,0.02,0,0
苴,0.02,0,0
閻,0.02,0,0
嗐,0.02,0,0
島,0.02,0,0
缶,0.02,0,0
達,0.02,0,0
藝,0.02,0,0
虛,0.02,0,0
铼,0.02,0,0
沂,0.02,0,0
枰,0.02,0,0
镧,0.02,0,0
跬,0.02,0,0
枥,0.02,0,0
鲳,0.02,0,0
芷,0.02,0,0
鱈,0.02,0,0
镮,0.02,0,0
侪,0.02,0,0
邁,0.02,0,0
椐,0.02,0,0
稲,0.02,0,0
姛,0.02,0,0
飆,0.02,0,0
煫,0.02,0,0
爀,0.02,0,0
駝,0.02,0,0
藥,0.02,0,0
團,0.02,0,0
谪,0.02,0,0
镄,0.02,0,0
苡,0.02,0,0
莠,0.02,0,0
钫,0.02,0,0
費,0.02,0,0
豐,0.02,0,0
囗,0.02,0,0
灘,0.02,0,0
蠓,0.02,0,0
颉,0.02,0,0
蚍,0.02,0,0
茏,0.02,0,0
磞,0.02,0,0
蔢,0.02,0,0
冚,0.02,0,0
塊,0.02,0,0
涼,0.02,0,0
苎,0.02,0,0
擢,0.02,0,0
赧,0.02,0,0
滦,0.02,0,0
膑,0.02,0,0
鹄,0.02,0,0
桠,0.02,0,0
氣,0.02,0,0
驗,0.02,0,0
陟,0.02,0,0
愐,0.02,0,0
搾,0.02,0,0
裡,0.02,0,0
蹺,0.02,0,0
鶘,0.02,0,0
箬,0.02,0,0
忄,0.02,0,0
畳,0.02,0,0
広,0.02,0,0
瘈,0.02,0,0
谏,0.02,0,0
鉛,0.02,0,0
穫,0.02,0,0
冇,0.02,0,0
縮,0.02,0,0
俣,0.02,0,0
骯,0.02,0,0
跡,0.02,0,0
嬅,0.02,0,0
虧,0.02,0,0
姮,0.02,0,0
躍,0.02,0,0
睜,0.02,0,0
裎,0.02,0,0
筯,0.02,0,0
旽,0.02,0,0
钜,0.02,0,0
繫,0.02,0,0
洌,0.02,0,0
鈞,0.02,0,0
種,0.02,0,0
髙,0.02,0,0
筘,0.02,0,0
裥,0.02,0,0
汍,0.02,0,0
